food_id,food_name_en,ingredients_en,,description_en,,main_category_en,calorie_category,rating_avg,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g
699,Soup Okra with onion,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,4.2,142,7.1,14.8,9.7
709,Kofta Beef baladi,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.8,177,4.7,9.8,22.8
722,Koshari Rice grilled,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,4.5,140,3.3,4.3,23.3
723,Tray Bake Beef in the oven,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Meat,High,3.6,217,11.2,27.3,0
727,Stuffed Beef Alexandrian style,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,4.1,99,2.8,2,16.8
736,Moussaka Chicken baladi,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Poultry,Medium,4.7,187,7.4,28.3,0
754,Fava Beans Beef with onion,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Meat,Medium,3.9,155,6,10,16
755,Tray Bake Fish Alexandrian style,"Fish, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Seafood,Medium,3.7,116,2.6,22,1.7
774,Koshari Spinach spicy,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,4.6,140,3.3,4.3,23.3
781,Soup Liver baladi,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,Low,3.6,95,4,10,4
792,Salad Fava Beans in the oven,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Vegetarian,Medium,4,115,1,7.5,19.5
799,Soup Spinach fried,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.4,228,14.2,16.8,9.7
804,Soup Garlic Alexandrian style,"Garlic, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4,60,2.5,2.5,7.5
828,Soup Chicken spicy,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Poultry,Medium,4.6,187,7.4,28.3,0
829,Tray Bake Spinach spicy,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,3.9,80,4,4.5,7
831,Moussaka Sausage grilled,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,4.2,301,25.6,17.9,1.8
837,Stuffed Spinach spicy,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,4.7,99,2.8,2,16.8
859,Tagine Liver fried,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,Medium,4.6,195,12,22,3
860,Tray Bake Fish with sauce,"Fish, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Seafood,Medium,4.8,116,2.6,22,1.7
869,Soup Beef with onion,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Meat,High,4.3,217,11.2,27.3,0
871,Salad Chicken grilled,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Poultry,Medium,4.2,165,3.6,31,0
873,Soup Liver Alexandrian style,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,3.7,191,7.8,24.5,3.2
876,Stuffed Spinach fried,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4,99,2.8,2,16.8
879,Soup Spinach spicy,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,4.4,55,2.5,3,5.5
881,Koshari Sausage grilled,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,3.5,140,3.3,4.3,23.3
887,Moussaka Beef with sauce,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,High,4,217,11.2,27.3,0
892,Soup Okra spicy,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,4,142,7.1,14.8,9.7
910,Tray Bake Fish in the oven,"Fish, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Seafood,Medium,3.8,116,2.6,22,1.7
918,Sandwich Fish fried,"Fish, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Seafood,Medium,3.6,205,10.5,22,7.5
923,Tray Bake Liver spicy,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,Medium,4.4,178,8.5,23,4.5
937,Stuffed Spinach grilled,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,3.6,99,2.8,2,16.8
939,Fattah Potato fried,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.4,267,12.8,3.3,35.7
945,Soup Rice Alexandrian style,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.7,92,1.5,2.5,17.5
974,Soup Peas Alexandrian style,"Peas, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.9,84,0.2,5.4,15.6
975,Fava Beans Beef spicy,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,Medium,4.5,160,6.5,10,16.5
994,Fava Beans Onion grilled,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,3.6,110,0.7,7.6,19.7
997,Molokhia Liver Alexandrian style,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,Low,3.8,90,4,6.5,7
1000,Tray Bake Chicken with sauce,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Poultry,Medium,4.5,187,7.4,28.3,0
1040,Tagine Chicken fried,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Poultry,Medium,4.6,246,12.1,30.6,2.8
1057,Kofta Beef grilled,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,4.7,177,4.7,9.8,22.8
1062,Fava Beans Onion in the oven,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Vegetarian,Low,4.6,110,0.7,7.6,19.7
1091,Moussaka Shrimp grilled,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Seafood,Medium,3.8,198,9.3,26.4,0.8
1095,Moussaka Potato baladi,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Medium,3.8,140,5.5,3,20
1104,Moussaka Chicken with onion,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Poultry,Medium,3.8,187,7.4,28.3,0
1105,Okra Fava Beans baladi,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.7,110,0.7,7.6,19.7
1115,Salad Fava Beans with sauce,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.4,110,0.7,7.6,19.7
1123,Tray Bake Beef grilled,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,3.7,217,11.2,27.3,0
1125,Soup Spinach with onion,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,4.6,50,2,3,5
1130,Molokhia Peas fried,"Peas, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.7,35,0.2,3.5,6.5
1134,Stuffed Beef spicy,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,Medium,4.7,175,8,10,18
1138,Fattah Potato baladi,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Medium,4.1,170,5,4.5,27
1139,Tray Bake Potato with sauce,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Medium,4.7,148,5,3,23
1142,Soup Peas fried,"Peas, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.2,228,14.2,16.8,9.7
1148,Soup Garlic fried,"Garlic, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.8,228,14.2,16.8,9.7
1151,Soup Garlic spicy,"Garlic, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,4.2,58,2,2.5,7.5
1159,Soup Tomato with sauce,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,3.9,55,1.5,1.5,9
1192,Okra Tomato baladi,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.5,142,7.1,14.8,9.7
1217,Tray Bake Potato baladi,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Medium,4.8,143,4.5,3,23
1231,Stuffed Spinach Alexandrian style,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.2,99,2.8,2,16.8
1235,Soup Rice with sauce,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4,90,1.5,2.5,17
1242,Fattah Beef grilled,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,4.4,177,4.7,9.8,22.8
1262,Tray Bake Liver baladi,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,Medium,3.9,165,7,23.5,3.5
1264,Tray Bake Spinach fried,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.5,228,14.2,16.8,9.7
1274,Fava Beans Beef baladi,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.1,110,0.7,7.6,19.7
1283,Tagine Beef with sauce,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,High,4.5,217,11.2,27.3,0
1306,Moussaka Shrimp with onion,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Seafood,Medium,3.8,99,0.3,24,0.2
1315,Okra Fava Beans in the oven,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Vegetarian,Low,4.7,110,0.7,7.6,19.7
1321,Moussaka Potato grilled,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,3.8,93,0.1,2.5,21.2
1350,Sandwich Chicken grilled,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Poultry,Medium,4.3,215,7.5,18,22
1360,Molokhia Rice baladi,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,3.6,35,0.2,3.5,6.5
1367,Koshari Lentils with onion,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,3.9,140,3.3,4.3,23.3
1379,Soup Fava Beans fried,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.1,110,0.7,7.6,19.7
1382,Okra Lentils spicy,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,3.9,142,7.1,14.8,9.7
1383,Fattah Beef with onion,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Meat,High,3.8,177,4.7,9.8,22.8
1391,Stuffed Tomato fried,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.2,99,2.8,2,16.8
1428,Soup Fava Beans with sauce,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.2,110,0.7,7.6,19.7
1440,Tray Bake Potato fried,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.5,267,12.8,3.3,35.7
1442,Tray Bake Beef baladi,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.2,217,11.2,27.3,0
1446,Tray Bake Liver Alexandrian style,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,4.8,191,7.8,24.5,3.2
1465,Soup Beef fried,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,3.9,228,14.2,16.8,9.7
1490,Fava Beans Beef fried,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,4.4,110,0.7,7.6,19.7
1496,Kofta Beef spicy,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,High,4.4,177,4.7,9.8,22.8
1500,Beef Liver fried,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,Medium,4,200,13,21,3
1503,Molokhia Sausage baladi,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,3.7,35,0.2,3.5,6.5
1505,Beef Liver grilled,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,Medium,3.9,158,5.5,25,2
1519,Tagine Lentils spicy,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Medium,4.8,118,2,8,19
1528,Koshari Rice with sauce,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,3.7,140,3.3,4.3,23.3
1556,Okra Potato baladi,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.3,93,0.1,2.5,21.2
1574,Tray Bake Beef with sauce,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,High,3.6,217,11.2,27.3,0
1577,Moussaka Shrimp Alexandrian style,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Seafood,Medium,3.6,99,0.3,24,0.2
1594,Tagine Potato with sauce,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,3.8,93,0.1,2.5,21.2
1629,Fava Beans Onion fried,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.8,110,0.7,7.6,19.7
1631,Soup Shrimp fried,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Seafood,Medium,4,228,14.2,16.8,9.7
1639,Koshari Spinach grilled,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,4.1,140,3.3,4.3,23.3
1646,Soup Onion Alexandrian style,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.3,70,2.5,2,10
1666,Tagine Potato Alexandrian style,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Medium,4.9,150,5.5,3,23
1671,Fattah Beef spicy,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,High,4.2,177,4.7,9.8,22.8
1672,Molokhia Potato fried,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,3.6,267,12.8,3.3,35.7
1695,Tray Bake Sausage fried,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,4.8,301,25.6,17.9,1.8
1697,Stuffed Zucchini spicy,"Zucchini, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,4.2,99,2.8,2,16.8
1711,Stuffed Okra Alexandrian style,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,3.5,142,7.1,14.8,9.7
1717,Tray Bake Chicken spicy,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Poultry,Medium,4.1,187,7.4,28.3,0
1727,Soup Zucchini Alexandrian style,"Zucchini, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.8,21,0.4,1.5,3.9
1732,Tray Bake Liver in the oven,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Meat,High,4.6,172,6.5,24.5,0.9
1741,Soup Chicken with sauce,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Poultry,Medium,3.8,187,7.4,28.3,0
1755,Molokhia Rice fried,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,3.8,35,0.2,3.5,6.5
1757,Fava Beans Shrimp in the oven,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Seafood,Medium,3.9,110,0.7,7.6,19.7
1761,Okra Tomato with sauce,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,3.7,142,7.1,14.8,9.7
1773,Koshari Spinach Alexandrian style,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.9,140,3.3,4.3,23.3
1785,Kebab Sausage fried,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,3.6,258,16.5,25.6,0
1788,Tray Bake Peas spicy,"Peas, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,3.6,84,0.2,5.4,15.6
1793,Tagine Chicken Alexandrian style,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Poultry,Medium,4,187,7.4,28.3,0
1807,Soup Okra fried,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.8,142,7.1,14.8,9.7
